item_id,范畴,次范畴,学习能力,项目,目标,备注（观察？）,评估辅助物品,评估方法,成功标准,最小月龄,最大月龄
5-5-3-1-0,认知,认知数学概念,数字概念,顺序排列数字,顺序排列数字(1-100),暂无,暂无,暂无,暂无,60,72
5-5-3-2-0,认知,认知数学概念,数字概念,辨别某个指定数字之前或者之后的数字,指出或者说出某个数字之前或者之后的数字,暂无,暂无,暂无,暂无,48,60
5-5-3-3-0,认知,认知数学概念,数字概念,比较及辨别数值的大小,指出或者说出数值的大或小,暂无,暂无,暂无,暂无,48,60
5-5-4-0-0,认知,认知数学概念,数字概念,辨别及写出漏掉的数字,填写漏掉的数字,暂无,数字卡7-13(可以自己复印),把数字卡放在儿童面前：78□0□□3·对儿童说：「哪些数字不见了?你帮我写上去吧。」,在方格里填写正确答案,48,60
5-5-4-0-1,认知,认知数学概念,数字概念,辨别单、双数,挑选单、双数(1-10),暂无,暂无,暂无,暂无,60,72
5-5-4-0-2,认知,认知数学概念,数字概念,辨别单、双数,挑选单、双数(1-20),暂无,暂无,暂无,暂无,60,72
5-5-4-1-0,认知,认知数学概念,数字概念,辨别单、双数,挑选单、双数(1-100),暂无,暂无,暂无,暂无,60,72
5-5-4-1-1,认知,认知数学概念,写数字,仿写数字,仿写数字(1-5),暂无,暂无,暂无,暂无,48,60
5-5-4-1-2,认知,认知数学概念,写数字,仿写数字,仿写数字(1-10),暂无,暂无,暂无,暂无,48,60
5-5-4-1-3,认知,认知数学概念,写数字,仿写数字,仿写数字(1-20),暂无,暂无,暂无,暂无,60,72
5-5-4-1-4,认知,认知数学概念,写数字,仿写数字,仿写数字(1-50),暂无,暂无,暂无,暂无,60,72
5-5-4-2-0,认知,认知数学概念,写数字,仿写数字,仿写数字(1-100),暂无,暂无,暂无,暂无,60,72
5-5-4-2-1,认知,认知数学概念,写数字,默写数字,默写数字(1-10),暂无,暂无,暂无,暂无,60,72
5-5-4-2-2,认知,认知数学概念,写数字,默写数字,默写数字(1-20),暂无,暂无,暂无,暂无,60,72
5-5-4-2-3,认知,认知数学概念,写数字,默写数字,默写数字(1-50),暂无,暂无,暂无,暂无,60,72
5-6-0-0-0,认知,认知数学概念,写数字,默写数字,默写数字(1-100),暂无,暂无,暂无,暂无,60,72
5-6-0-0-1,认知,认知数学概念,写数字,默写数字,默写双数(1-100),暂无,暂无,暂无,暂无,60,72
5-6-0-0-2,认知,认知数学概念,写数字,默写数字,默写单数(1-100),暂无,暂无,暂无,暂无,60,72
5-6-0-0-3,认知,认知数学概念,写数字,默写数字,默写倒数(1-100),暂无,暂无,暂无,暂无,60,72
5-6-0-1-0,认知,认知数学概念,运算,用数手指方法计算加法,计算1-5以内加法,暂无,暂无,暂无,暂无,48,60
5-6-0-1-1,认知,认知数学概念,运算,用数手指方法计算加法,计算1-10以内加法,暂无,暂无,暂无,暂无,48,60
5-6-0-1-2,认知,认知数学概念,运算,用数物品方法计算加法,计算1-10以内加法,暂无,暂无,暂无,暂无,48,60
5-6-1-0-0,认知,认知数学概念,运算,用数物品方法计算加法,计算1-20以内加法,暂无,暂无,暂无,暂无,48,60
5-6-1-0-1,认知,认知数学概念,运算,用笔算方法计算加法,计算1-10以内加法,暂无,暂无,暂无,暂无,60,72
5-6-1-0-2,认知,认知数学概念,运算,用心算方法计算加法,计算1-10以内加法,暂无,暂无,暂无,暂无,60,72
5-6-2-0-0,认知,认知数学概念,运算,回答加法应用题,回答1-10以内的加法应用题,暂无,暂无,对儿童说：「现在我会说一些题目，你专心听，然后把答案告诉我。」(1)「你有1颗糖，我再给你1颗，你一共有几颗糖呀?」(2)「你有3辆玩具车，妈妈再买4辆给你，现在你一共有几辆玩具车呀?」,回答或用手势表示正确答案,48,72
5-6-2-0-1,认知,认知数学概念,运算,用数手指方法计算减法,计算1-5以内减法,暂无,暂无,暂无,暂无,48,60
5-6-2-1-0,认知,认知数学概念,运算,用数手指方法计算减法,计算1-10以内减法,暂无,暂无,暂无,暂无,48,60
5-6-2-1-1,认知,认知数学概念,运算,用数物品方法计算减法,计算1-10以内减法,暂无,暂无,暂无,暂无,60,72
5-6-3-0-0,认知,认知数学概念,运算,用笔算方法计算减法,计算1-10以内减法,暂无,暂无,暂无,暂无,60,72
5-6-3-0-1,认知,认知数学概念,运算,回答减法应用题,回答1-10以内的减法应用题,暂无,暂无,对儿童说：「现在我会说一些题目，你专心听，然后把答案告诉我。」(1)「你有3个皮球，不见了1个，还剩几个皮球呀?」(2)「你有7颗巧克力，吃了3颗，还剩下几颗呀?」,回答或者用手势表示正确答案,60,72
5-6-3-0-2,认知,认知数学概念,钱币概念,辨认钱币的面值,挑选硬币,暂无,「伍角」「一元」和「二十元」人民币,把3种面值是「一元」「二十元」和「伍角」的人民币随意地摆放在儿童面前，对儿童说：「给我一块钱。」然后说：「给我伍毛钱。」最后说：「给我二十块钱。」(每次把儿童交出的钱币放回原位，再继续测试),答案正确,36,72
5-6-3-1-0,认知,认知数学概念,钱币概念,辨认钱币的面值,挑选纸币,暂无,暂无,暂无,暂无,36,72
5-6-3-2-0,认知,认知数学概念,钱币概念,辨认钱币的面值,辨别钱币的面值,暂无,暂无,暂无,暂无,36,72
5-6-4-0-0,认知,认知数学概念,时间概念,辨别一天的主要时段,说出「早上」、「下午」、「晚上」,暂无,暂无,暂无,暂无,48,60
5-6-4-0-1,认知,认知数学概念,时间概念,认识钟表,回答简单钟表的时间,暂无,时间是7点的钟面图,把钟面图放在儿童面前,答案正确7或7点,60,72
5-6-4-0-2,认知,认知数学概念,时间概念,认识年、月、日概念,回答日历上的「年」、「月」、「日」、「星期几」等问题,暂无,暂无,暂无,暂无,60,72
5-6-4-1-0,认知,认知数学概念,时间概念,认识今天、明天、昨天的概念,回答「今天」、「明天」、「昨天」等问题,暂无,暂无,暂无,暂无,60,72
5-6-4-1-1,认知,认知数学概念,度量衡概念,认识高度、长度的量度单位,认识厘米(CM),暂无,暂无,暂无,暂无,60,72
5-6-4-1-2,认知,认知数学概念,度量衡概念,认识物品重量的量度单位,认识克(G),暂无,暂无,暂无,暂无,60,72
5-6-4-1-3,认知,认知数学概念,度量衡概念,认识液体容量的量度单位,认识公升(L),暂无,暂无,暂无,暂无,60,72
3-0-0-0-0,语言,语言表达,发声能力,发出不同的声音,发出哭声,暂无,暂无,暂无,暂无,0,72
3-0-0-0-1,语言,语言表达,发声能力,发出不同的声音,发出哭声以外的其他声音,暂无,暂无,暂无,暂无,0,6
3-0-0-0-2,语言,语言表达,发声能力,发出不同的声音,发出笑声,暂无,暂无,暂无,暂无,0,6
3-0-0-0-3,语言,语言表达,发声能力,发出不同的声音,发出不同的哭声代表不同的需要,暂无,暂无,暂无,暂无,0,6
3-0-0-1-0,语言,语言表达,发声能力,发出不同的声音,发声自娱,暂无,暂无,暂无,暂无,6,12
3-0-0-1-1,语言,语言表达,发声能力,发出有意义的声音,发出有沟通意识的声音表达需要和回应大人,暂无,暂无,暂无,暂无,6,12
3-0-0-1-2,语言,语言表达,发声能力,发出有意义的声音,发出类似字词的声音表达需要和回应大人,暂无,暂无,暂无,暂无,6,12
3-0-0-1-3,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,伸手取物,暂无,暂无,暂无,暂无,6,12
3-0-0-2-0,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,拉大人过来要求协助,暂无,暂无,暂无,暂无,9,18
3-0-0-2-1,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,用手指指向物品,暂无,暂无,暂无,暂无,9,18
3-0-1-0-0,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,开合手或者摇晃手表示「再见」,暂无,暂无,暂无,暂无,9,18
3-0-1-0-1,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,拍手表示「好啊」,暂无,暂无,暂无,暂无,9,18
3-0-1-0-2,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,张开手表示「抱抱」,暂无,暂无,暂无,暂无,9,18
3-0-1-0-3,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,摊开手表示「没有」,暂无,暂无,暂无,暂无,9,18
3-0-1-0-4,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,点头表示「好」,暂无,暂无,暂无,暂无,9,18
3-0-2-0-0,语言,语言表达,动作或者手势沟通,运用简单的身体动作或者手势进行沟通,摇头或者摇手表示「不」,暂无,暂无,暂无,暂无,9,18
3-0-2-1-0,语言,语言表达,动作或者手势沟通,运用表达性的身体动作或者手势进行沟通,运用表达性的身体动作或者手势表达动作,暂无,暂无,暂无,暂无,9,24
3-0-3-0-0,语言,语言表达,动作或者手势沟通,运用表达性的身体动作或者手势进行沟通,运用表达性的身体动作或者手势表达情绪和感觉,暂无,暂无,暂无,暂无,9,24
3-0-3-0-1,语言,语言表达,模仿能力,模仿动作,模仿身体动作,暂无,暂无,暂无,暂无,9,18
3-0-3-1-0,语言,语言表达,模仿能力,模仿动作,模仿口部动作,暂无,暂无,暂无,暂无,9,18
3-0-3-1-1,语言,语言表达,模仿能力,模仿玩玩具的方法,模仿操作性的玩玩具方法,暂无,暂无,暂无,暂无,9,18
3-0-3-1-2,语言,语言表达,模仿能力,模仿玩玩具的方法,模仿功能性的玩玩具方法,暂无,暂无,暂无,暂无,9,18
3-0-3-2-0,语言,语言表达,模仿能力,模仿玩玩具的方法,模仿连续性的玩玩具方法,暂无,暂无,暂无,暂无,19,30
3-0-3-2-1,语言,语言表达,模仿能力,模仿玩玩具的方法,模仿随意、没有既定的玩玩具方法,暂无,暂无,暂无,暂无,19,30
3-0-3-2-2,语言,语言表达,模仿能力,模仿发声,模仿发声,暂无,实物2件：玩具小狗玩具车,拿起玩具车，对儿童说：「这里有车，嘀嘀。」然后再说：「你也嘀嘀吧!嘀嘀!」等候儿童的反应。如果儿童能即时模仿发声，就不需要第二次测试，否则拿起「玩具车」再试1次。完成后再拿起小狗，对儿童说：「这里有狗，汪汪，你也汪汪吧!汪汪!」等候儿童的反应。如果儿童能即时模仿发声，就不需要第二次测试，否则重复再试一次,即时模仿发声注：模仿任何声音都可以得分,13,18
3-0-4-0-0,语言,语言表达,词汇运用,运用名词,说出身体部位的名称,暂无,照片6张：眼睛，耳朵，嘴巴，鼻子，手，脚,对儿童说：「这里有一些照片，你看看吧。」把照片逐张向儿童展示，然后问儿童：「这是什么呀？」引导儿童说出此身体部位的名称,说出正确的名称可接纳的答案：眼睛：眼丶眼眼丶眼睛丶小眼睛，耳朵：耳、耳耳、耳朵丶小耳朵，嘴巴：口、小口丶嘴、嘴嘴丶小嘴丶嘴巴，鼻子：鼻、鼻鼻、鼻子丶小鼻子，手：手、手手、小手，脚：脚丶脚脚丶小脚,12,48
3-0-4-1-0,语言,语言表达,词汇运用,运用名词,说出食物的名称,暂无,暂无,暂无,暂无,12,48
3-0-4-2-0,语言,语言表达,词汇运用,运用名词,说出衣物的名称,暂无,照片6张：鞋子，袜子，上衣，裤子，帽子，裙子,对儿童说：「这里有一些照片，你看看吧。」把照片逐张向儿童展示，然后问儿童：「这是什么呀？」引导儿童说出此衣物的名称,说出正确的名称可接纳的答案：鞋子：鞋子、鞋鞋，袜子：袜子、袜袜，上衣：上衣、衣衣，裤子：裤子、裤裤，帽子：帽子、帽帽，裙子：裙子、裙裙,12,48
3-0-4-3-0,语言,语言表达,词汇运用,运用名词,说出日常用品的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-0-0,语言,语言表达,词汇运用,运用名词,说出交通工具的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-0,语言,语言表达,词汇运用,运用名词,说出水果的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-1,语言,语言表达,词汇运用,运用名词,说出餐具的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-2,语言,语言表达,词汇运用,运用名词,说出家具的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-3,语言,语言表达,词汇运用,运用名词,说出玩具的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-4,语言,语言表达,词汇运用,运用名词,说出人物的名称,暂无,暂无,暂无,暂无,12,48
3-0-5-1-5,语言,语言表达,词汇运用,运用名词,说出动物的名称,暂无,暂无,暂无,暂无,12,48
3-0-6-0-0,语言,语言表达,词汇运用,运用名词,说出地方的名称,暂无,暂无,暂无,暂无,12,48
3-0-6-0-1,语言,语言表达,词汇运用,运用名词,说出家用电器的名称,暂无,暂无,暂无,暂无,12,48
3-0-6-0-2,语言,语言表达,词汇运用,运用名词,说出不常用的名词,暂无,暂无,暂无,暂无,36,72
3-0-6-0-3,语言,语言表达,词汇运用,运用名词,说出种类名词,暂无,暂无,暂无,暂无,36,72
3-0-6-0-4,语言,语言表达,词汇运用,运用动词,运用常用的动词,暂无,照片6张：洗手睡觉写字梳头刷牙洗澡,对儿童说：「这里有一张图片，你看看吧。」把照片逐张向儿童展示，然后问儿童：「在做什么呢?」引导儿童说出此动作的名称,必须说出正确的动作名称可接纳的答案：洗手：洗手、洗、洗洗、洗手手、洗洗手睡觉：睡觉、睡睡、觉觉、睡觉觉写字：写字、写、写写、写东西、写字字、做功课、画、画画、画图画、画东西梳头：梳头、梳头头、梳梳头、梳头发刷牙：刷牙、刷牙牙、刷刷牙洗澡：洗洗、洗澡澡、洗身体、洗澡,19,36
3-0-6-0-5,语言,语言表达,词汇运用,运用动词,运用不常用的动词,暂无,暂无,暂无,暂无,36,72
3-0-6-0-6,语言,语言表达,词汇运用,运用社交词汇,运用社交词汇,暂无,暂无,暂无,暂无,12,36
3-0-6-0-7,语言,语言表达,词汇运用,运用形容词,运用描述物品或者人物特征的形容词,暂无,暂无,暂无,暂无,24,48
3-0-6-0-8,语言,语言表达,词汇运用,运用形容词,运用描述物品或者人物特征的形容词,暂无,暂无,暂无,暂无,48,72
3-0-6-0-9,语言,语言表达,词汇运用,运用形容词,运用情感形容词,暂无,暂无,暂无,暂无,48,72
3-0-6-0-10,语言,语言表达,词汇运用,运用方位词,运用方位词,暂无,暂无,暂无,暂无,31,48
3-0-6-0-11,语言,语言表达,词汇运用,运用方位词,运用方位词,暂无,暂无,暂无,暂无,48,72
3-0-6-1-0,语言,语言表达,词汇运用,运用数词,运用数词,暂无,暂无,暂无,暂无,24,72
3-0-6-1-1,语言,语言表达,词汇运用,运用量词,运用量词,暂无,暂无,暂无,暂无,24,72
3-0-6-1-2,语言,语言表达,词汇运用,运用代名词,运用单数代名词,暂无,暂无,暂无,暂无,24,60
3-0-6-1-3,语言,语言表达,词汇运用,运用代名词,运用众数代名词,暂无,暂无,暂无,暂无,24,60
3-0-6-1-4,语言,语言表达,词汇运用,运用专属代名词,运用单数专属代名词,暂无,暂无,暂无,暂无,24,60
3-0-6-1-5,语言,语言表达,词汇运用,运用专属代名词,运用众数专属代名词,暂无,暂无,暂无,暂无,24,60
3-0-6-1-6,语言,语言表达,词汇运用,运用副词,运用时间副词,暂无,暂无,暂无,暂无,31,72
3-0-6-1-7,语言,语言表达,词汇运用,运用副词,运用时间副词(将、即将),暂无,暂无,暂无,暂无,24,48
3-0-6-1-8,语言,语言表达,词汇运用,运用副词,运用时间副词(已经、已),暂无,暂无,暂无,暂无,24,48
3-0-6-1-9,语言,语言表达,词汇运用,运用副词,运用时间副词(正在、正),暂无,暂无,暂无,暂无,24,48
3-0-6-1-10,语言,语言表达,词汇运用,运用副词,运用程度副词,暂无,示范图片1张：星星测试图片1张：狗,#NAME?,说出正确的副词可接纳的答案：最/很+大最/很+小,31,72
3-0-6-1-11,语言,语言表达,词汇运用,运用否定词,运用否定词,暂无,暂无,暂无,暂无,13,30
3-0-7-0-0,语言,语言表达,词汇运用,运用连词,运用连词,暂无,暂无,暂无,暂无,36,72
3-0-7-1-0,语言,语言表达,运用简单句子,运用双词短句,运用由人或动物和动作名称组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-7-2-0,语言,语言表达,运用简单句子,运用双词短句,运用由动作和物品名称组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-0-0,语言,语言表达,运用简单句子,运用双词短句,运用由动作和地方名称组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-0-1,语言,语言表达,运用简单句子,运用双词短句,运用由人或动物或物品名称和形容词组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-1-0,语言,语言表达,运用简单句子,运用双词短句,运用由形容词和人或动物或物品名称组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-1-1,语言,语言表达,运用简单句子,运用双词短句,运用由否定词和动作或对象名称组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-2-0,语言,语言表达,运用简单句子,运用双词短句,运用由动作名称和时态词组成的双词短句,暂无,暂无,暂无,暂无,24,36
3-0-8-3-0,语言,语言表达,运用简单句子,运用三词句子,运用由人或动物、动作和物品名称组成的三词句子,暂无,暂无,暂无,暂无,24,48
3-0-8-3-1,语言,语言表达,运用简单句子,运用三词句子,运用由人或动物、动作和地方名称组成的三词句子,暂无,暂无,暂无,暂无,24,48
3-0-8-3-2,语言,语言表达,运用简单句子,运用三词句子,运用由物品、动作和地方名称组成的三词句子,暂无,暂无,暂无,暂无,24,48
3-0-8-3-3,语言,语言表达,运用简单句子,运用三词句子,运用由动作、物品和人或动物名称组成的三词把字句,暂无,暂无,暂无,暂无,24,48
3-0-8-3-4,语言,语言表达,运用简单句子,运用三词句子,运用由否定词、动作和物品名称组成的三词句子,暂无,暂无,暂无,暂无,24,48
3-0-8-4-0,语言,语言表达,运用简单句子,运用三词句子,运用由两个形容词和一个物品名称组成的三词句子,暂无,暂无,暂无,暂无,24,48
3-0-8-4-1,语言,语言表达,运用简单句子,运用四词句子,运用由人或动物、动作、物品和地方名称组成的四词句子,暂无,暂无,暂无,暂无,36,60
3-0-8-5-0,语言,语言表达,运用简单句子,运用四词句子,运用由人或动物、动作、物品和人或动物名称组成的四词句子,暂无,暂无,暂无,暂无,36,60
3-0-8-5-1,语言,语言表达,运用简单句子,运用四词句子,运用由地方、动作、形容词、人或物品或动物名称组成的四词句子,暂无,暂无,暂无,暂无,36,60
3-0-8-5-2,语言,语言表达,运用简单句子,运用四词句子,运用由动作、物品、地方名称和方位词组成的四词把字句,暂无,暂无,暂无,暂无,36,60
3-0-8-5-3,语言,语言表达,复合句子运用,运用不同的复合句子,运用表示条件关系的复合句子,暂无,暂无,暂无,暂无,48,72
3-0-8-5-4,语言,语言表达,复合句子运用,运用不同的复合句子,运用表示因果关系的复合句子,暂无,暂无,暂无,暂无,48,72
3-0-8-5-5,语言,语言表达,复合句子运用,运用不同的复合句子,运用表示递进关系的复合句子,暂无,暂无,暂无,暂无,48,72
3-0-8-5-6,语言,语言表达,复合句子运用,运用不同的复合句子,运用表示承接关系的复合句子,暂无,暂无,暂无,暂无,48,72
3-0-8-5-7,语言,语言表达,复合句子运用,运用不同的复合句子,运用表示转折关系的复合句子,暂无,暂无,暂无,暂无,48,72
3-0-8-5-8,语言,语言表达,问句运用,运用不同的问句,运用「有没有」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-9,语言,语言表达,问句运用,运用不同的问句,运用选择性问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-10,语言,语言表达,问句运用,运用不同的问句,运用「什么」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-11,语言,语言表达,问句运用,运用不同的问句,运用「在做什么」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-12,语言,语言表达,问句运用,运用不同的问句,运用「谁」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-13,语言,语言表达,问句运用,运用不同的问句,运用「谁的」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-5-14,语言,语言表达,问句运用,运用不同的问句,运用「哪里」问句,暂无,暂无,暂无,暂无,31,48
3-0-8-6-0,语言,语言表达,问句运用,运用不同的问句,运用「多少」问句,暂无,暂无,暂无,暂无,48,72
3-0-8-7-0,语言,语言表达,问句运用,运用不同的问句,运用「怎么办」问句,暂无,暂无,暂无,暂无,48,72
3-0-8-7-1,语言,语言表达,问句运用,运用不同的问句,运用「为什么」问句,暂无,暂无,暂无,暂无,48,72
3-0-8-7-2,语言,语言表达,问句运用,运用不同的问句,运用「怎么样/怎样」问句,暂无,暂无,暂无,暂无,48,72
3-0-8-8-0,语言,语言表达,问句运用,运用不同的问句,运用「什么时候」问句,暂无,暂无,暂无,暂无,48,72
3-0-8-9-0,语言,语言表达,语言思考,词汇寻找(归纳性),根据提供的特征，归纳出特定的人物、物品或事情,暂无,暂无,暂无,暂无,48,72
3-0-8-9-1,语言,语言表达,语言思考,词汇寻找(扩散性),"根据一项条件,列举出不同例子",暂无,暂无,暂无,暂无,48,72
3-0-8-10-0,语言,语言表达,语言思考,词汇寻找(扩散性),"根据两项条件,列举出不同例子",暂无,暂无,暂无,暂无,48,72
3-0-9-0-0,语言,语言表达,语言思考,词汇寻找(扩散性),"根据三项或以上条件,列举出不同例子",暂无,暂无,暂无,暂无,48,72
3-0-9-1-0,语言,语言表达,语言思考,词汇定义,根据物品的类别、特征和功能，对具体名词下定义,暂无,暂无,暂无,暂无,48,72
3-0-10-0-0,语言,语言表达,语言思考,比较异同,比较物品相同和不同之处,暂无,暂无,暂无,暂无,48,72
3-0-10-0-1,语言,语言表达,语言思考,类比,根据所提供的「物件与物件」类比例子，推断出特定的词汇,暂无,暂无,暂无,暂无,48,72
3-0-10-0-2,语言,语言表达,语言思考,类比,根据所提供的「人物与用具」类比例子，推断出特定的词汇,暂无,暂无,暂无,暂无,48,72
3-0-10-1-0,语言,语言表达,语言思考,类比,根据所提供的「地方与活动」类比例子，推断出特定的词汇如：「公园对荡秋千，学校对甚么?」「上课」),暂无,暂无,暂无,暂无,48,72
3-0-10-1-1,语言,语言表达,语言思考,类比,根据所提供的「节庆与活动」类比例子，推断出特定的词汇,暂无,暂无,暂无,暂无,48,72
3-0-10-1-2,语言,语言表达,语言思考,类比,根据所提供的「物件与特征」类比例子，推断出特定的词汇,暂无,暂无,暂无,暂无,48,72
3-0-11-0-0,语言,语言表达,语言思考,类比,根据所提供的「物件与类别」类比例子，推断出特定的词汇,暂无,暂无,暂无,暂无,48,72
3-0-11-0-1,语言,语言表达,语言思考,程序概念,明白跟生活经验有关的程序性事件并且作出适当的描述,暂无,暂无,暂无,暂无,48,72
3-0-11-0-2,语言,语言表达,语言思考,程序概念,明白生活经验以外的程序性事件并且作出适当的描述,暂无,暂无,暂无,暂无,48,72
3-0-11-0-3,语言,语言表达,语言思考,因果关系,根据事物的定理或者事件发生的真实情况，指出事件发生的原因或者结果,暂无,暂无,暂无,暂无,48,72
3-0-11-0-4,语言,语言表达,语言思考,因果关系,凭想象推测事件的原因或者结果,暂无,暂无,暂无,暂无,48,72
3-0-11-0-5,语言,语言表达,语言思考,解决问题,根据生活经验或者常识，提出解决问题的方法,暂无,暂无,暂无,暂无,48,72
3-0-11-0-6,语言,语言表达,语言思考,解决问题,对生活经验以外、不常见或者假设性的事件，提出解决问题的方法,暂无,暂无,暂无,暂无,48,72
3-0-11-0-7,语言,语言表达,语言思考,批判,指出事物恰当或者不恰当之处(并且阐述适当的做法),暂无,暂无,暂无,暂无,48,72
3-0-11-0-8,语言,语言表达,语言思考,推理能力,从提供的数据中推断答案,暂无,暂无,暂无,暂无,48,72
3-0-11-0-9,语言,语言表达,叙事能力,叙述个人性事件,介绍自己,暂无,暂无,暂无,暂无,48,72
3-0-11-0-10,语言,语言表达,叙事能力,叙述个人性事件,叙述过去或现在或将来发生的事件,暂无,暂无,暂无,暂无,48,72
3-0-11-0-11,语言,语言表达,叙事能力,叙述一般性事件,叙述简单的事件,暂无,暂无,暂无,暂无,48,72
3-0-11-0-12,语言,语言表达,叙事能力,叙述一般性事件,叙述复杂的事件,暂无,暂无,暂无,暂无,48,72
3-0-11-0-13,语言,语言表达,叙事能力,叙述简单故事,说故事,暂无,暂无,暂无,暂无,48,72
3-0-11-0-14,语言,语言理解,视觉反应,目光专注,望向放在面前的物品,暂无,暂无,暂无,暂无,0,6
3-1-0-0-0,语言,语言理解,视觉反应,目光追视,追视移动的物品,暂无,暂无,暂无,暂无,0,6
3-1-0-0-1,语言,语言理解,视觉反应,目光转移,把自光从一件物品转移到另一件物品,暂无,暂无,暂无,暂无,0,6
3-1-0-0-2,语言,语言理解,社交反应,注视大人,注视眼前的人,暂无,暂无,暂无,暂无,0,6
3-1-0-0-3,语言,语言理解,社交反应,追视大人,追视移动的大人和留意大人的活动,暂无,暂无,暂无,暂无,0,6
3-1-0-0-4,语言,语言理解,社交反应,追视大人,注视向自己引发沟通的人,暂无,暂无,暂无,暂无,0,6
3-1-0-0-5,语言,语言理解,社交反应,追视大人,注视向自己引发沟通的人并作出反应,暂无,暂无,暂无,暂无,6,16
3-1-0-0-6,语言,语言理解,社交反应,追视大人,主动向别人引发沟通,暂无,暂无,暂无,暂无,6,12
3-1-0-0-7,语言,语言理解,社交反应,追视大人,回应大人作出共同专注,暂无,暂无,暂无,暂无,6,12
3-1-0-0-8,语言,语言理解,社交反应,追视大人,主动引发大人作出共同专注,暂无,暂无,暂无,暂无,6,12
3-1-0-1-0,语言,语言理解,轮流作转技巧,轮流玩玩具,和大人轮流玩玩具,暂无,暂无,暂无,暂无,9,18
3-1-0-1-1,语言,语言理解,轮流作转技巧,轮流发声,和大人轮流发声,暂无,暂无,暂无,暂无,9,18
3-1-1-0-0,语言,语言理解,配对技巧,配对相同的符号,配对相同的物品,暂无,暂无,暂无,暂无,25,30
3-1-1-0-1,语言,语言理解,配对技巧,配对相同的符号,配对相同的照片,暂无,暂无,暂无,暂无,25,30
3-1-1-0-2,语言,语言理解,配对技巧,配对相同的符号,配对相同的图片,暂无,暂无,暂无,暂无,10,30
3-1-1-0-3,语言,语言理解,配对技巧,配对相似的符号,配对物品和物品照片,暂无,暂无,暂无,暂无,25,36
3-1-1-0-4,语言,语言理解,配对技巧,配对相似的符号,配对物品和物品线条图芹,暂无,暂无,暂无,暂无,25,36
3-1-1-1-0,语言,语言理解,配对技巧,配对相似的符号,配对照片和照片线条图片,暂无,暂无,暂无,暂无,25,36
3-1-1-1-1,语言,语言理解,游戏技巧,探索性游戏,探索制造声音的物品,暂无,暂无,暂无,暂无,6,12
3-1-2-0-0,语言,语言理解,游戏技巧,探索性游戏,利用不同的物品制造声音,暂无,暂无,暂无,暂无,6,12
3-1-2-0-1,语言,语言理解,游戏技巧,探索性游戏,按、拨会发声的玩具,暂无,暂无,暂无,暂无,6,12
3-1-2-1-0,语言,语言理解,游戏技巧,功能性游戏,把物品正确地使用在自己身上,暂无,暂无,暂无,暂无,13,24
3-1-2-1-1,语言,语言理解,游戏技巧,功能性游戏,把物品正确地使用在他人身上,暂无,暂无,暂无,暂无,13,24
3-1-2-2-0,语言,语言理解,游戏技巧,功能性游戏,把物品正确地使用在布娃娃身上,暂无,暂无,暂无,暂无,13,24
3-1-3-0-0,语言,语言理解,游戏技巧,假想性游戏,把两件物品适当地联系在一起进行假想性游戏,暂无,暂无,暂无,暂无,25,36
3-1-3-0-1,语言,语言理解,游戏技巧,假想性游戏,在同一情境中，做出连贯性的游戏步骤,暂无,暂无,暂无,暂无,25,36
3-1-3-0-2,语言,语言理解,听觉反应,对声音作出反应,对乐器声音作出反应,暂无,手摇铃,在宁静的环境和儿童安静的状态下，在离儿童耳后视线范围外30 厘米的位置摇铃 ,对声音作出反应注:左、右两边各做1次，注意儿童面部表情变化、身体颤动或老活动暂停,0,6
3-1-3-0-3,语言,语言理解,听觉反应,对声音作出反应,对动物声音作出反应,暂无,暂无,暂无,暂无,0,6
3-1-3-0-4,语言,语言理解,听觉反应,对声音作出反应,对环境声音作出反应,暂无,暂无,暂无,暂无,0,6
